,sno,AFRDifference[AFR],BatteryVoltage[BatteryVoltage],EngineRunningTime[Time_s],IgnitionTiming[Angle],AirTemp[Temperature],CoolantTemp[Temperature],MAPSource[Pressure],LambdaSensor1[AFR],BaseFuel[Percentage],BaseIgnition[AngleIgnSprt2K],IgnitionCoolantTempCorrection[AngleOffset10deg],IgnitionAirTempCorrection[Angle],RPM[EngineSpeed]
12107,12108,4.0,13075.0,1149.0,184.0,3237.0,3470.0,333.0,996.0,335.0,320.0,132.0,32.0,1202.0
12108,12109,-9.0,13043.0,1149.0,184.0,3237.0,3471.0,333.0,1009.0,336.0,320.0,132.0,32.0,1225.0
12109,12110,-9.0,13043.0,1149.0,184.0,3237.0,3471.0,333.0,1009.0,336.0,320.0,132.0,32.0,1212.0
12110,12111,1.0,13075.0,1149.0,184.0,3237.0,3471.0,333.0,999.0,336.0,320.0,132.0,32.0,1216.0
12111,12112,17.0,13090.0,1150.0,184.0,3237.0,3471.0,334.0,983.0,336.0,320.0,132.0,32.0,1225.0
12112,12113,15.0,13028.0,1150.0,184.0,3237.0,3471.0,336.0,985.0,337.0,320.0,132.0,32.0,1217.0
12113,12114,15.0,13028.0,1150.0,184.0,3237.0,3471.0,336.0,985.0,337.0,320.0,132.0,32.0,1207.0
12114,12115,16.0,13043.0,1150.0,184.0,3238.0,3471.0,334.0,984.0,337.0,320.0,132.0,32.0,1227.0
12115,12116,20.0,13075.0,1150.0,184.0,3237.0,3471.0,331.0,980.0,335.0,320.0,132.0,32.0,1210.0
12116,12117,19.0,13075.0,1150.0,184.0,3238.0,3471.0,334.0,981.0,336.0,320.0,132.0,32.0,1217.0
12117,12118,17.0,13075.0,1150.0,184.0,3238.0,3471.0,334.0,983.0,336.0,320.0,132.0,32.0,1224.0
12118,12119,19.0,13075.0,1150.0,184.0,3237.0,3473.0,335.0,981.0,337.0,320.0,132.0,32.0,1231.0
12119,12120,16.0,13090.0,1150.0,184.0,3237.0,3473.0,334.0,984.0,338.0,320.0,132.0,32.0,1248.0
12120,12121,15.0,13122.0,1150.0,184.0,3237.0,3473.0,331.0,985.0,337.0,320.0,132.0,32.0,1241.0
12121,12122,14.0,13137.0,1150.0,184.0,3237.0,3473.0,329.0,986.0,336.0,320.0,132.0,32.0,1252.0
12122,12123,20.0,13137.0,1151.0,184.0,3238.0,3475.0,331.0,980.0,337.0,320.0,132.0,32.0,1272.0
12123,12124,19.0,13122.0,1151.0,184.0,3238.0,3473.0,329.0,981.0,336.0,320.0,132.0,32.0,1255.0
12124,12125,11.0,13122.0,1151.0,184.0,3237.0,3473.0,330.0,989.0,336.0,320.0,132.0,32.0,1249.0
12125,12126,12.0,13153.0,1151.0,184.0,3237.0,3473.0,329.0,988.0,335.0,320.0,132.0,32.0,1242.0
12126,12127,4.0,13137.0,1151.0,184.0,3238.0,3475.0,331.0,996.0,336.0,320.0,132.0,32.0,1251.0
12127,12128,3.0,13106.0,1151.0,184.0,3237.0,3475.0,329.0,997.0,336.0,320.0,132.0,32.0,1255.0
12128,12129,10.0,13122.0,1151.0,184.0,3238.0,3475.0,328.0,990.0,335.0,320.0,132.0,32.0,1245.0
12129,12130,3.0,13137.0,1151.0,184.0,3238.0,3475.0,327.0,997.0,335.0,320.0,132.0,32.0,1269.0
12130,12131,1.0,13106.0,1151.0,184.0,3238.0,3475.0,326.0,999.0,334.0,320.0,132.0,32.0,1261.0
12131,12132,-10.0,13137.0,1151.0,184.0,3238.0,3475.0,327.0,1010.0,333.0,320.0,132.0,32.0,1248.0
12132,12133,-7.0,13153.0,1151.0,184.0,3237.0,3475.0,327.0,1007.0,334.0,320.0,132.0,32.0,1257.0
12133,12134,0.0,13075.0,1151.0,184.0,3238.0,3475.0,329.0,1000.0,335.0,320.0,132.0,32.0,1248.0
12134,12135,3.0,13137.0,1152.0,184.0,3238.0,3475.0,326.0,997.0,334.0,320.0,132.0,32.0,1267.0
12135,12136,3.0,13137.0,1152.0,184.0,3238.0,3475.0,326.0,997.0,333.0,320.0,132.0,32.0,1263.0
12136,12137,1.0,13106.0,1152.0,184.0,3238.0,3475.0,325.0,999.0,334.0,320.0,132.0,32.0,1257.0
12137,12138,15.0,13137.0,1152.0,184.0,3238.0,3475.0,325.0,985.0,333.0,320.0,132.0,32.0,1271.0
12138,12139,17.0,13137.0,1152.0,184.0,3238.0,3475.0,325.0,983.0,332.0,320.0,132.0,32.0,1254.0
12139,12140,18.0,13075.0,1152.0,184.0,3238.0,3475.0,328.0,982.0,335.0,320.0,132.0,32.0,1251.0
12140,12141,12.0,13090.0,1152.0,184.0,3238.0,3475.0,328.0,988.0,334.0,320.0,132.0,32.0,1223.0
12141,12142,12.0,13137.0,1152.0,184.0,3238.0,3475.0,328.0,988.0,335.0,320.0,132.0,32.0,1248.0
12142,12143,9.0,13137.0,1152.0,184.0,3238.0,3476.0,328.0,991.0,334.0,320.0,132.0,32.0,1247.0
12143,12144,11.0,13106.0,1152.0,184.0,3238.0,3476.0,329.0,989.0,335.0,320.0,132.0,32.0,1256.0
12144,12145,11.0,13122.0,1152.0,183.0,3238.0,3476.0,328.0,989.0,335.0,320.0,131.0,32.0,1251.0
12145,12146,12.0,13137.0,1152.0,183.0,3238.0,3476.0,327.0,988.0,335.0,320.0,131.0,32.0,1254.0
12146,12147,12.0,13075.0,1153.0,183.0,3238.0,3476.0,328.0,988.0,336.0,320.0,131.0,32.0,1278.0
12147,12148,14.0,13137.0,1153.0,183.0,3238.0,3476.0,324.0,986.0,333.0,320.0,131.0,32.0,1258.0
12148,12149,13.0,13153.0,1153.0,183.0,3238.0,3476.0,327.0,987.0,335.0,320.0,131.0,32.0,1266.0
12149,12150,17.0,13137.0,1153.0,183.0,3238.0,3476.0,328.0,983.0,334.0,320.0,131.0,32.0,1231.0
12150,12151,16.0,13122.0,1153.0,183.0,3238.0,3478.0,329.0,984.0,335.0,320.0,131.0,32.0,1238.0
12151,12152,19.0,13137.0,1153.0,183.0,3238.0,3476.0,327.0,981.0,334.0,320.0,131.0,32.0,1259.0
12152,12153,20.0,13153.0,1153.0,183.0,3238.0,3476.0,327.0,980.0,334.0,320.0,131.0,32.0,1266.0
12153,12154,20.0,13106.0,1153.0,184.0,3238.0,3478.0,327.0,980.0,335.0,321.0,131.0,32.0,1284.0
12154,12155,20.0,13122.0,1153.0,183.0,3238.0,3478.0,326.0,980.0,334.0,320.0,131.0,32.0,1253.0
12155,12156,18.0,13137.0,1153.0,183.0,3238.0,3478.0,327.0,982.0,333.0,320.0,131.0,32.0,1242.0
12156,12157,22.0,13122.0,1153.0,183.0,3238.0,3478.0,327.0,978.0,334.0,320.0,131.0,32.0,1261.0
12157,12158,19.0,13122.0,1154.0,183.0,3238.0,3478.0,329.0,981.0,334.0,320.0,131.0,32.0,1248.0
12158,12159,15.0,13122.0,1154.0,183.0,3238.0,3478.0,328.0,985.0,335.0,320.0,131.0,32.0,1256.0
12159,12160,15.0,13122.0,1154.0,183.0,3238.0,3478.0,329.0,985.0,335.0,320.0,131.0,32.0,1251.0
12160,12161,19.0,13137.0,1154.0,183.0,3239.0,3478.0,328.0,981.0,334.0,320.0,131.0,32.0,1255.0
12161,12162,19.0,13122.0,1154.0,183.0,3239.0,3478.0,329.0,981.0,335.0,320.0,131.0,32.0,1257.0
12162,12163,15.0,13122.0,1154.0,183.0,3239.0,3478.0,328.0,985.0,334.0,320.0,131.0,32.0,1244.0
12163,12164,16.0,13137.0,1154.0,183.0,3238.0,3479.0,327.0,984.0,335.0,320.0,131.0,32.0,1255.0
12164,12165,11.0,13137.0,1154.0,183.0,3239.0,3479.0,331.0,989.0,336.0,320.0,131.0,32.0,1235.0
12165,12166,6.0,13137.0,1154.0,183.0,3238.0,3478.0,330.0,994.0,336.0,320.0,131.0,32.0,1245.0
12166,12167,8.0,13137.0,1154.0,183.0,3239.0,3478.0,328.0,992.0,335.0,320.0,131.0,32.0,1248.0
12167,12168,13.0,13137.0,1154.0,183.0,3238.0,3479.0,327.0,987.0,334.0,320.0,131.0,32.0,1241.0
12168,12169,13.0,13106.0,1154.0,183.0,3239.0,3479.0,328.0,987.0,334.0,320.0,131.0,32.0,1233.0
12169,12170,12.0,13028.0,1155.0,183.0,3238.0,3479.0,330.0,988.0,335.0,320.0,131.0,32.0,1217.0
12170,12171,13.0,13059.0,1155.0,183.0,3238.0,3479.0,334.0,987.0,336.0,320.0,131.0,32.0,1212.0
12171,12172,15.0,13059.0,1155.0,183.0,3238.0,3479.0,335.0,985.0,338.0,320.0,131.0,32.0,1240.0
12172,12173,13.0,13059.0,1155.0,183.0,3238.0,3479.0,336.0,987.0,336.0,320.0,131.0,32.0,1202.0
12173,12174,17.0,13012.0,1155.0,183.0,3238.0,3479.0,338.0,983.0,337.0,320.0,131.0,32.0,1195.0
12174,12175,15.0,13043.0,1155.0,183.0,3239.0,3479.0,336.0,985.0,337.0,320.0,131.0,32.0,1213.0
12175,12176,17.0,13059.0,1155.0,183.0,3238.0,3479.0,333.0,983.0,336.0,320.0,131.0,32.0,1207.0
12176,12177,15.0,13059.0,1155.0,183.0,3239.0,3479.0,334.0,985.0,337.0,320.0,131.0,32.0,1202.0
12177,12178,15.0,13059.0,1155.0,183.0,3238.0,3481.0,333.0,985.0,337.0,320.0,131.0,32.0,1220.0
12178,12179,12.0,13075.0,1155.0,183.0,3239.0,3481.0,333.0,988.0,336.0,320.0,131.0,32.0,1208.0
12179,12180,12.0,13059.0,1155.0,183.0,3239.0,3481.0,333.0,988.0,336.0,320.0,131.0,32.0,1205.0
12180,12181,-2.0,13075.0,1155.0,183.0,3239.0,3481.0,334.0,1002.0,335.0,320.0,131.0,32.0,1196.0
12181,12182,-1.0,13090.0,1156.0,182.0,3239.0,3481.0,335.0,1001.0,336.0,320.0,130.0,32.0,1207.0
12182,12183,4.0,13059.0,1156.0,182.0,3239.0,3481.0,336.0,996.0,337.0,320.0,130.0,32.0,1219.0
12183,12184,5.0,13028.0,1156.0,182.0,3239.0,3481.0,336.0,995.0,337.0,320.0,130.0,32.0,1215.0
12184,12185,3.0,13059.0,1156.0,182.0,3239.0,3481.0,334.0,997.0,337.0,320.0,130.0,32.0,1226.0
12185,12186,6.0,13075.0,1156.0,182.0,3239.0,3481.0,333.0,994.0,337.0,320.0,130.0,32.0,1239.0
12186,12187,7.0,13075.0,1156.0,182.0,3239.0,3481.0,333.0,993.0,336.0,320.0,130.0,32.0,1234.0
12187,12188,3.0,13075.0,1156.0,182.0,3239.0,3483.0,331.0,997.0,335.0,320.0,130.0,32.0,1224.0
12188,12189,-1.0,13059.0,1156.0,182.0,3239.0,3481.0,330.0,1001.0,335.0,320.0,130.0,32.0,1229.0
12189,12190,8.0,13043.0,1156.0,182.0,3239.0,3481.0,330.0,992.0,335.0,320.0,130.0,32.0,1222.0
12190,12191,8.0,13075.0,1156.0,182.0,3239.0,3481.0,331.0,992.0,335.0,320.0,130.0,32.0,1214.0
12191,12192,12.0,13059.0,1156.0,182.0,3239.0,3481.0,331.0,988.0,336.0,320.0,130.0,32.0,1234.0
12192,12193,13.0,13075.0,1156.0,182.0,3239.0,3483.0,334.0,987.0,336.0,320.0,130.0,32.0,1213.0
12193,12194,9.0,13122.0,1157.0,182.0,3240.0,3483.0,335.0,991.0,337.0,320.0,130.0,32.0,1205.0
12194,12195,7.0,13090.0,1157.0,182.0,3239.0,3483.0,336.0,993.0,338.0,320.0,130.0,32.0,1230.0
12195,12196,2.0,13122.0,1157.0,182.0,3239.0,3483.0,335.0,998.0,339.0,320.0,130.0,32.0,1253.0
12196,12197,3.0,13137.0,1157.0,182.0,3239.0,3483.0,330.0,997.0,335.0,320.0,130.0,32.0,1230.0
12197,12198,6.0,13122.0,1157.0,182.0,3239.0,3483.0,332.0,994.0,337.0,320.0,130.0,32.0,1257.0
12198,12199,-3.0,13137.0,1157.0,182.0,3239.0,3484.0,331.0,1003.0,337.0,320.0,130.0,32.0,1255.0
12199,12200,-5.0,13122.0,1157.0,182.0,3239.0,3483.0,327.0,1005.0,334.0,320.0,130.0,32.0,1256.0
12200,12201,9.0,13059.0,1157.0,182.0,3240.0,3483.0,329.0,991.0,335.0,320.0,130.0,32.0,1262.0
12201,12202,9.0,13122.0,1157.0,182.0,3239.0,3484.0,326.0,991.0,335.0,320.0,130.0,32.0,1271.0
12202,12203,3.0,13122.0,1157.0,182.0,3239.0,3484.0,326.0,997.0,333.0,320.0,130.0,32.0,1248.0
12203,12204,3.0,13122.0,1157.0,182.0,3240.0,3484.0,326.0,997.0,334.0,320.0,130.0,32.0,1273.0
12204,12205,-10.0,13075.0,1157.0,182.0,3239.0,3484.0,327.0,1010.0,334.0,320.0,130.0,32.0,1262.0
12205,12206,3.0,13137.0,1158.0,181.0,3239.0,3484.0,324.0,997.0,333.0,320.0,130.0,31.0,1275.0
12206,12207,7.0,13075.0,1158.0,182.0,3240.0,3484.0,324.0,993.0,333.0,320.0,130.0,32.0,1278.0
12207,12208,9.0,13122.0,1158.0,183.0,3240.0,3484.0,322.0,991.0,332.0,321.0,130.0,32.0,1282.0
12208,12209,15.0,13122.0,1158.0,181.0,3240.0,3484.0,325.0,985.0,333.0,320.0,130.0,31.0,1280.0
12209,12210,13.0,13075.0,1158.0,182.0,3239.0,3484.0,324.0,987.0,332.0,320.0,130.0,32.0,1265.0
12210,12211,5.0,13075.0,1158.0,183.0,3240.0,3484.0,324.0,995.0,333.0,321.0,130.0,32.0,1285.0
12211,12212,6.0,13122.0,1158.0,182.0,3240.0,3484.0,323.0,994.0,332.0,320.0,130.0,32.0,1258.0
12212,12213,8.0,13122.0,1158.0,182.0,3240.0,3484.0,324.0,992.0,332.0,320.0,130.0,32.0,1256.0
12213,12214,11.0,13106.0,1158.0,181.0,3239.0,3484.0,325.0,989.0,333.0,320.0,130.0,31.0,1262.0
12214,12215,15.0,13059.0,1158.0,182.0,3240.0,3486.0,327.0,985.0,334.0,320.0,130.0,32.0,1240.0
12215,12216,13.0,13122.0,1158.0,182.0,3240.0,3484.0,327.0,987.0,335.0,320.0,130.0,32.0,1270.0
12216,12217,11.0,13106.0,1158.0,180.0,3240.0,3484.0,328.0,989.0,334.0,320.0,129.0,31.0,1242.0
12217,12218,9.0,13090.0,1159.0,180.0,3240.0,3486.0,331.0,991.0,337.0,320.0,129.0,31.0,1259.0
12218,12219,9.0,13106.0,1159.0,180.0,3239.0,3486.0,328.0,991.0,335.0,320.0,129.0,31.0,1251.0
12219,12220,7.0,13122.0,1159.0,180.0,3240.0,3486.0,327.0,993.0,334.0,320.0,129.0,31.0,1240.0
12220,12221,7.0,13137.0,1159.0,181.0,3240.0,3486.0,328.0,993.0,334.0,320.0,129.0,32.0,1250.0
12221,12222,7.0,13137.0,1159.0,181.0,3240.0,3486.0,328.0,993.0,334.0,320.0,129.0,32.0,1250.0
12222,12223,17.0,13122.0,1159.0,180.0,3240.0,3486.0,327.0,983.0,334.0,320.0,129.0,31.0,1248.0
12223,12224,5.0,13075.0,1159.0,180.0,3240.0,3486.0,329.0,995.0,334.0,320.0,129.0,31.0,1230.0
12224,12225,6.0,13122.0,1159.0,180.0,3240.0,3486.0,328.0,994.0,334.0,320.0,129.0,31.0,1240.0
12225,12226,3.0,13122.0,1159.0,180.0,3240.0,3486.0,327.0,997.0,334.0,320.0,129.0,31.0,1249.0
12226,12227,5.0,13137.0,1159.0,180.0,3240.0,3486.0,328.0,995.0,334.0,320.0,129.0,31.0,1247.0
12227,12228,13.0,13059.0,1159.0,180.0,3240.0,3487.0,327.0,987.0,334.0,320.0,129.0,31.0,1248.0
12228,12229,13.0,13090.0,1159.0,180.0,3240.0,3487.0,328.0,987.0,334.0,320.0,129.0,31.0,1232.0
12229,12230,7.0,13059.0,1160.0,180.0,3240.0,3487.0,329.0,993.0,335.0,320.0,129.0,31.0,1241.0
12230,12231,15.0,13106.0,1160.0,180.0,3240.0,3487.0,328.0,985.0,334.0,320.0,129.0,31.0,1240.0
12231,12232,15.0,13122.0,1160.0,180.0,3240.0,3487.0,327.0,985.0,334.0,320.0,129.0,31.0,1229.0
12232,12233,16.0,13137.0,1160.0,180.0,3240.0,3486.0,328.0,984.0,333.0,320.0,129.0,31.0,1217.0
12233,12234,19.0,13137.0,1160.0,180.0,3240.0,3487.0,330.0,981.0,334.0,320.0,129.0,31.0,1210.0
12234,12235,11.0,13075.0,1160.0,181.0,3240.0,3487.0,333.0,989.0,336.0,320.0,129.0,32.0,1225.0
12235,12236,9.0,13137.0,1160.0,180.0,3240.0,3487.0,333.0,991.0,336.0,320.0,129.0,31.0,1218.0
12236,12237,5.0,13153.0,1160.0,180.0,3240.0,3487.0,331.0,995.0,336.0,320.0,129.0,31.0,1221.0
12237,12238,5.0,13122.0,1160.0,180.0,3240.0,3487.0,332.0,995.0,335.0,320.0,129.0,31.0,1223.0
12238,12239,4.0,13075.0,1160.0,180.0,3240.0,3487.0,331.0,996.0,337.0,320.0,129.0,31.0,1241.0
12239,12240,6.0,13122.0,1160.0,180.0,3240.0,3487.0,329.0,994.0,335.0,320.0,129.0,31.0,1239.0
12240,12241,10.0,13122.0,1160.0,180.0,3240.0,3487.0,329.0,990.0,335.0,320.0,129.0,31.0,1241.0
12241,12242,3.0,13137.0,1161.0,180.0,3240.0,3487.0,328.0,997.0,334.0,320.0,129.0,31.0,1229.0
12242,12243,3.0,13122.0,1161.0,180.0,3240.0,3489.0,327.0,997.0,334.0,320.0,129.0,31.0,1249.0
12243,12244,11.0,13059.0,1161.0,180.0,3240.0,3489.0,329.0,989.0,334.0,320.0,129.0,31.0,1239.0
12244,12245,9.0,13059.0,1161.0,180.0,3240.0,3489.0,331.0,991.0,335.0,320.0,129.0,31.0,1229.0
12245,12246,2.0,13106.0,1161.0,180.0,3240.0,3489.0,328.0,998.0,335.0,320.0,129.0,31.0,1256.0
12246,12247,5.0,13137.0,1161.0,180.0,3240.0,3489.0,328.0,995.0,334.0,320.0,129.0,31.0,1241.0
12247,12248,17.0,13137.0,1161.0,180.0,3240.0,3489.0,328.0,983.0,334.0,320.0,129.0,31.0,1245.0
12248,12249,18.0,13106.0,1161.0,180.0,3240.0,3489.0,329.0,982.0,335.0,320.0,129.0,31.0,1245.0
12249,12250,22.0,13122.0,1161.0,180.0,3240.0,3489.0,328.0,978.0,334.0,320.0,129.0,31.0,1228.0
12250,12251,13.0,13122.0,1161.0,180.0,3240.0,3489.0,328.0,987.0,335.0,320.0,129.0,31.0,1252.0
12251,12252,15.0,13122.0,1161.0,180.0,3240.0,3489.0,329.0,985.0,335.0,320.0,129.0,31.0,1234.0
12252,12253,-2.0,13075.0,1161.0,180.0,3240.0,3489.0,331.0,1002.0,336.0,320.0,129.0,31.0,1229.0
12253,12254,-1.0,13122.0,1162.0,180.0,3240.0,3489.0,331.0,1001.0,336.0,320.0,129.0,31.0,1230.0
12254,12255,-1.0,13122.0,1162.0,179.0,3240.0,3489.0,332.0,1001.0,336.0,320.0,128.0,31.0,1235.0
12255,12256,-3.0,13137.0,1162.0,179.0,3240.0,3491.0,331.0,1003.0,336.0,320.0,128.0,31.0,1229.0
12256,12257,-2.0,13075.0,1162.0,179.0,3242.0,3491.0,331.0,1002.0,336.0,320.0,128.0,31.0,1230.0
12257,12258,-1.0,13075.0,1162.0,179.0,3242.0,3489.0,331.0,1001.0,336.0,320.0,128.0,31.0,1242.0
12258,12259,5.0,13122.0,1162.0,179.0,3240.0,3491.0,329.0,995.0,335.0,320.0,128.0,31.0,1250.0
12259,12260,6.0,13137.0,1162.0,179.0,3240.0,3491.0,329.0,994.0,335.0,320.0,128.0,31.0,1254.0
12260,12261,5.0,13106.0,1162.0,179.0,3240.0,3491.0,329.0,995.0,334.0,320.0,128.0,31.0,1238.0
12261,12262,5.0,13122.0,1162.0,179.0,3240.0,3491.0,328.0,995.0,334.0,320.0,128.0,31.0,1247.0
12262,12263,6.0,13012.0,1162.0,179.0,3240.0,3491.0,328.0,994.0,335.0,320.0,128.0,31.0,1247.0
12263,12264,8.0,13043.0,1162.0,179.0,3240.0,3491.0,329.0,992.0,335.0,320.0,128.0,31.0,1237.0
12264,12265,11.0,13043.0,1162.0,179.0,3240.0,3492.0,331.0,989.0,335.0,320.0,128.0,31.0,1233.0
12265,12266,13.0,13059.0,1163.0,179.0,3240.0,3492.0,331.0,987.0,336.0,320.0,128.0,31.0,1247.0
12266,12267,12.0,13043.0,1163.0,179.0,3242.0,3491.0,330.0,988.0,336.0,320.0,128.0,31.0,1236.0
12267,12268,12.0,13059.0,1163.0,179.0,3242.0,3491.0,330.0,988.0,335.0,320.0,128.0,31.0,1222.0
12268,12269,14.0,13075.0,1163.0,179.0,3240.0,3492.0,331.0,986.0,336.0,320.0,128.0,31.0,1235.0
12269,12270,17.0,13075.0,1163.0,179.0,3242.0,3492.0,331.0,983.0,336.0,320.0,128.0,31.0,1247.0
12270,12271,16.0,13059.0,1163.0,179.0,3240.0,3492.0,327.0,984.0,334.0,320.0,128.0,31.0,1243.0
12271,12272,14.0,13075.0,1163.0,179.0,3240.0,3492.0,328.0,986.0,334.0,320.0,128.0,31.0,1225.0
12272,12273,11.0,13028.0,1163.0,179.0,3240.0,3492.0,331.0,989.0,336.0,320.0,128.0,31.0,1234.0
12273,12274,11.0,13059.0,1163.0,179.0,3242.0,3492.0,328.0,989.0,335.0,320.0,128.0,31.0,1244.0
12274,12275,-9.0,13059.0,1163.0,179.0,3240.0,3492.0,328.0,1009.0,333.0,320.0,128.0,31.0,1206.0
12275,12276,-7.0,13090.0,1163.0,179.0,3242.0,3492.0,330.0,1007.0,333.0,320.0,128.0,31.0,1209.0
12276,12277,2.0,13059.0,1164.0,179.0,3242.0,3494.0,331.0,998.0,334.0,320.0,128.0,31.0,1189.0
12277,12278,1.0,13059.0,1164.0,179.0,3242.0,3492.0,336.0,999.0,336.0,320.0,128.0,31.0,1205.0
12278,12279,6.0,13028.0,1164.0,179.0,3240.0,3492.0,334.0,994.0,336.0,320.0,128.0,31.0,1199.0
12279,12280,1.0,13075.0,1164.0,179.0,3242.0,3492.0,334.0,999.0,336.0,320.0,128.0,31.0,1225.0
12280,12281,-1.0,13059.0,1164.0,179.0,3242.0,3492.0,334.0,1001.0,335.0,320.0,128.0,31.0,1202.0
12281,12282,-1.0,12997.0,1164.0,179.0,3240.0,3494.0,336.0,1001.0,337.0,320.0,128.0,31.0,1206.0
12282,12283,5.0,13043.0,1164.0,179.0,3242.0,3494.0,333.0,995.0,336.0,320.0,128.0,31.0,1200.0
12283,12284,3.0,13059.0,1164.0,179.0,3242.0,3494.0,335.0,997.0,336.0,320.0,128.0,31.0,1195.0
12284,12285,3.0,13075.0,1164.0,179.0,3242.0,3494.0,336.0,997.0,336.0,320.0,128.0,31.0,1184.0
12285,12286,17.0,13075.0,1164.0,179.0,3242.0,3494.0,338.0,983.0,337.0,320.0,128.0,31.0,1192.0
12286,12287,18.0,13059.0,1164.0,179.0,3242.0,3494.0,338.0,982.0,338.0,320.0,128.0,31.0,1207.0
12287,12288,4.0,13043.0,1164.0,179.0,3242.0,3494.0,336.0,996.0,337.0,320.0,128.0,31.0,1206.0
12288,12289,4.0,13059.0,1164.0,179.0,3242.0,3494.0,333.0,996.0,335.0,320.0,128.0,31.0,1198.0
12289,12290,1.0,13075.0,1165.0,179.0,3240.0,3494.0,335.0,999.0,337.0,320.0,128.0,31.0,1229.0
12290,12291,1.0,13075.0,1165.0,179.0,3242.0,3494.0,334.0,999.0,337.0,320.0,128.0,31.0,1241.0
12291,12292,-21.0,12997.0,1165.0,179.0,3242.0,3494.0,332.0,1021.0,338.0,320.0,128.0,31.0,1256.0
12292,12293,-20.0,13043.0,1165.0,179.0,3242.0,3495.0,332.0,1020.0,337.0,320.0,128.0,31.0,1247.0
12293,12294,7.0,13059.0,1165.0,179.0,3242.0,3495.0,333.0,993.0,337.0,320.0,128.0,31.0,1236.0
12294,12295,2.0,13012.0,1165.0,179.0,3242.0,3494.0,333.0,998.0,337.0,320.0,128.0,31.0,1242.0
12295,12296,2.0,13059.0,1165.0,179.0,3242.0,3495.0,330.0,998.0,336.0,320.0,128.0,31.0,1242.0
12296,12297,3.0,13059.0,1165.0,179.0,3242.0,3495.0,329.0,997.0,333.0,320.0,128.0,31.0,1222.0
12297,12298,3.0,13075.0,1165.0,179.0,3240.0,3495.0,329.0,997.0,334.0,320.0,128.0,31.0,1248.0
12298,12299,11.0,13012.0,1165.0,179.0,3242.0,3495.0,329.0,989.0,334.0,320.0,128.0,31.0,1236.0
12299,12300,-13.0,13059.0,1165.0,179.0,3242.0,3495.0,329.0,1013.0,335.0,320.0,128.0,31.0,1231.0
12300,12301,-11.0,13043.0,1166.0,179.0,3242.0,3495.0,329.0,1011.0,334.0,320.0,128.0,31.0,1219.0
12301,12302,-11.0,13059.0,1166.0,179.0,3242.0,3495.0,331.0,1011.0,335.0,320.0,128.0,31.0,1223.0
12302,12303,-11.0,13059.0,1166.0,179.0,3242.0,3495.0,331.0,1011.0,334.0,320.0,128.0,31.0,1197.0
12303,12304,4.0,13028.0,1166.0,179.0,3242.0,3495.0,334.0,996.0,336.0,320.0,128.0,31.0,1204.0
12304,12305,3.0,13043.0,1166.0,179.0,3242.0,3495.0,333.0,997.0,336.0,320.0,128.0,31.0,1210.0
12305,12306,-2.0,13059.0,1166.0,179.0,3242.0,3497.0,333.0,1002.0,336.0,320.0,128.0,31.0,1208.0
12306,12307,-1.0,13075.0,1166.0,179.0,3242.0,3495.0,333.0,1001.0,336.0,320.0,128.0,31.0,1220.0
12307,12308,1.0,13059.0,1166.0,179.0,3242.0,3495.0,332.0,999.0,335.0,320.0,128.0,31.0,1192.0
12308,12309,2.0,13059.0,1166.0,179.0,3242.0,3497.0,332.0,998.0,336.0,320.0,128.0,31.0,1217.0
12309,12310,-1.0,13043.0,1166.0,179.0,3242.0,3497.0,334.0,1001.0,336.0,320.0,128.0,31.0,1216.0
12310,12311,-3.0,13028.0,1166.0,179.0,3242.0,3497.0,334.0,1003.0,336.0,320.0,128.0,31.0,1201.0
12311,12312,1.0,12997.0,1166.0,179.0,3242.0,3497.0,334.0,999.0,337.0,320.0,128.0,31.0,1225.0
12312,12313,3.0,13059.0,1166.0,179.0,3242.0,3497.0,333.0,997.0,337.0,320.0,128.0,31.0,1222.0
12313,12314,-3.0,13075.0,1167.0,179.0,3242.0,3497.0,333.0,1003.0,336.0,320.0,128.0,31.0,1209.0
12314,12315,-3.0,13059.0,1167.0,179.0,3242.0,3497.0,333.0,1003.0,336.0,320.0,128.0,31.0,1222.0
12315,12316,9.0,13028.0,1167.0,178.0,3242.0,3497.0,331.0,991.0,336.0,320.0,127.0,31.0,1228.0
12316,12317,9.0,13075.0,1167.0,178.0,3242.0,3497.0,331.0,991.0,335.0,320.0,127.0,31.0,1240.0
12317,12318,13.0,13059.0,1167.0,177.0,3242.0,3497.0,333.0,987.0,337.0,320.0,127.0,30.0,1250.0
12318,12319,11.0,12997.0,1167.0,178.0,3242.0,3497.0,334.0,989.0,337.0,320.0,127.0,31.0,1236.0
12319,12320,-3.0,13059.0,1167.0,177.0,3242.0,3497.0,331.0,1003.0,337.0,320.0,127.0,30.0,1245.0
12320,12321,0.0,13075.0,1167.0,178.0,3242.0,3497.0,329.0,1000.0,335.0,320.0,127.0,31.0,1253.0
12321,12322,-3.0,12997.0,1167.0,178.0,3242.0,3497.0,329.0,1003.0,335.0,320.0,127.0,31.0,1258.0
12322,12323,-5.0,13028.0,1167.0,178.0,3243.0,3497.0,328.0,1005.0,336.0,320.0,127.0,31.0,1265.0
12323,12324,9.0,13028.0,1167.0,178.0,3242.0,3499.0,327.0,991.0,335.0,320.0,127.0,31.0,1267.0
